NECTA,fips,state,msa,population,total_postings,total_supply,supply_demand_ratio,supply_demand_qualifier,location_quotient,location_quotient_qualifier,top_job_1,top_job_2,top_job_3,top_job_4,top_job_5,top_job_6,top_job_7,top_job_8,top_job_9,top_job_10,analyze,securely_provision,operate_maintain,protect_defend,investigate,collect_operate,oversight_development,security+_holders,cissp_holders,cipp_holders,cisa_holders,cism_holders,giac_holders,security+_openings,cissp_openings,cipp_openings,cisa_openings,cism_openings,giac_openings
,38300,,"Pittsburgh, PA",2342299,1790,5665,3.2,Very Low,0.8,Low,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,IT Auditor,Software Developer / Engineer,Cyber Security Specialist / Technician,Cyber Security Manager / Administrator,Systems Engineer,Cyber Security Consultant,Vulnerability Analyst / Penetration Tester,792,1087,1193,814,9,336,502,451,277,44,305,91,422,57,418,14,262,168,130
76600,38340,,"Pittsfield, MA",126903,97,217,2.2,Very Low,1.2,Average,Cyber Security Engineer,Systems Engineer,Software Developer / Engineer,Network Engineer / Architect,Information Assurance Engineer / Analyst,Cyber Security Consultant,IT Director,Systems Integration Engineer / Specialist,Systems Administrator,Cyber Security Analyst,10,82,81,44,1,6,12,46,<10,<10,<10,<10,<10,12,16,0,2,0,0
,38540,,"Pocatello, ID",84377,40,90,2.3,Very Low,0.6,Very Low,Systems Engineer,Unix Administrator / Engineer,IT Manager,GIS Analyst,Windows Engineer,Information Assurance Engineer / Analyst,Business / Systems Analyst,Cyber Security Manager / Administrator,Data Warehouse Developer,,6,36,35,2,0,2,8,18,<10,<10,<10,<10,<10,0,1,0,0,1,2
,38940,,"Port St. Lucie, FL",465208,17,162,9.5,Very High,0.1,Very Low,Cyber Security Engineer,Cyber Security Analyst,IT Director,Technical Support Engineer / Analyst,Systems Administrator,Network Administrator,,,,,2,9,12,10,0,3,3,42,28,<10,13,<10,11,1,3,0,1,0,0
76750,38860,,"Portland-South Portland, ME",529657,181,841,4.7,Average,0.4,Very Low,Cyber Security Engineer,IT Auditor,Systems Engineer,Network Engineer / Architect,Cyber Security Analyst,Vulnerability Analyst / Penetration Tester,Unix Administrator / Engineer,Software Developer / Engineer,Systems Administrator,Cyber Security Consultant,56,111,131,64,0,18,39,117,<10,<10,54,26,44,2,30,0,23,16,10
,38900,,"Portland-Vancouver-Hillsboro, OR-WA",2424955,2788,5699,2,Very Low,1.2,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Systems Administrator,Cyber Security Manager / Administrator,Software Developer / Engineer,Systems Engineer,Cyber Security Architect,Senior Software Developer / Engineer,1221,1651,1795,1084,20,463,779,499,413,76,221,70,381,74,708,16,347,258,332
76900,76900,,"Portsmouth, NH-ME",126669,132,495,3.8,Low,0.7,Low,Software Developer / Engineer,Cyber Security Analyst,IT Specialist / Engineer,Cyber Security Engineer,IT Auditor,Cyber Security Manager / Administrator,Cyber Security Specialist / Technician,Systems Engineer,Cyber Security Consultant,Network Analyst / Specialist,46,79,81,33,0,23,38,61,39,49,23,<10,27,31,35,0,21,14,7
,39140,,"Prescott, AZ",225562,20,87,4.4,Low,0.2,Very Low,IT Director,Incident Analyst / Responder,Cyber Security Engineer,IT Specialist / Engineer,Network Analyst / Specialist,,,,,,4,5,10,5,0,4,11,33,12,<10,<10,<10,<10,3,0,0,2,0,2
77200,39300,,"Providence-Warwick, RI-MA",1614750,912,3127,3.4,Very Low,0.8,Low,Cyber Security Engineer,Cyber Security Analyst,IT Auditor,Network Engineer / Architect,Cyber Security Specialist / Technician,Cyber Security Architect,Information Assurance Engineer / Analyst,IT Specialist / Engineer,Cyber Security Manager / Administrator,Software Developer / Engineer,398,574,658,403,7,129,266,444,37,<10,149,66,212,101,285,2,167,153,107
,39340,,"Provo-Orem, UT",603309,244,688,2.8,Very Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,Systems Engineer,Senior Software Developer / Engineer,Network Engineer / Architect,Software Developer / Engineer,Technical Support Engineer / Analyst,Cyber Security Manager / Administrator,Systems Administrator,Vulnerability Analyst / Penetration Tester,69,191,160,128,0,43,61,326,141,11,60,15,133,3,69,3,23,22,26
,39380,,"Pueblo, CO",165123,27,102,3.8,Low,0.2,Very Low,Cyber Security Engineer,Network Administrator,Systems Analyst,Systems Administrator,Cyber Security Manager / Administrator,Network Engineer / Architect,Systems Engineer,Vulnerability Analyst / Penetration Tester,Software Developer / Engineer,Computer Support Specialist,7,11,24,13,0,5,9,77,12,<10,<10,<10,<10,2,4,0,1,2,5
,39460,,"Punta Gorda, FL",178465,3,215,71.7,Very High,0,Very Low,Cyber Security Consultant,,,,,,,,,,1,3,0,0,0,0,3,28,<10,<10,<10,<10,<10,0,0,0,0,0,0
,39540,,"Racine, WI",195140,115,167,1.5,Very Low,0.8,Low,IT Auditor,Cyber Security Engineer,Cyber Security Manager / Administrator,Systems Engineer,Network Engineer / Architect,Cyber Security Architect,SAP Architect / Analyst,Database Administrator,Telecommunications Specialist / Engineer,Technical Support Engineer / Analyst,58,66,71,26,0,10,53,29,11,<10,<10,<10,14,1,32,0,21,14,4
,39580,,"Raleigh, NC",1302946,2410,5480,2.3,Very Low,2,Very High,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Software Developer / Engineer,Vulnerability Analyst / Penetration Tester,Cyber Security Manager / Administrator,Systems Engineer,Cyber Security Architect,IT Auditor,Cyber Security Consultant,962,1674,1585,1094,34,377,767,589,479,43,285,101,361,120,833,11,406,304,371
,39660,,"Rapid City, SD",145661,61,144,2.4,Very Low,0.5,Very Low,Systems Administrator,Network Administrator,Cyber Security Engineer,Vulnerability Analyst / Penetration Tester,Cyber Security Manager / Administrator,Network Engineer / Architect,Systems Engineer,Computer Support Specialist,IT Director,Software Developer / Engineer,21,25,50,27,0,13,18,133,15,<10,<10,<10,37,20,7,0,6,0,6
,39740,,"Reading, PA",414812,83,243,2.9,Very Low,0.2,Very Low,Cyber Security Engineer,Cyber Security Analyst,IT Auditor,Cyber Security Manager / Administrator,SAP Architect / Analyst,Business / Systems Analyst,Systems Analyst,Network Analyst / Specialist,Vulnerability Analyst / Penetration Tester,IT Manager,41,36,57,39,0,26,22,67,46,<10,28,<10,17,3,24,0,19,3,15
,39820,,"Redding, CA",179631,15,52,3.5,Very Low,0.1,Very Low,Network Engineer / Architect,Technical Support Engineer / Analyst,Software Developer / Engineer,Cyber Security Engineer,Systems Engineer,Cyber Security Consultant,,,,,3,10,10,1,0,0,5,16,<10,<10,<10,<10,<10,0,1,0,0,0,0
,39900,,"Reno, NV",457667,146,432,3,Very Low,0.3,Very Low,IT Auditor,Cyber Security Engineer,Cyber Security Analyst,Network Analyst / Specialist,Cyber Security Manager / Administrator,Network Engineer / Architect,Systems Engineer,IT Specialist / Engineer,Cyber Security Specialist / Technician,Cyber Security Architect,53,92,115,56,0,28,43,166,46,<10,14,<10,52,10,34,0,36,4,10
,40060,,"Richmond, VA",1281708,1859,5897,3.2,Very Low,1.4,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,IT Auditor,Software Developer / Engineer,Help Desk Technician / Analyst,Systems Administrator,Vulnerability Analyst / Penetration Tester,Information Assurance Engineer / Analyst,777,1142,1229,680,12,336,477,1134,429,116,408,128,423,186,502,17,354,222,185
,40140,,"Riverside-San Bernardino-Ontario, CA",4527837,591,2359,4,Low,0.2,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Specialist / Technician,Network Engineer / Architect,Cyber Security Manager / Administrator,Cyber Security Consultant,Systems Administrator,Technical Support Engineer / Analyst,Computer Repair Technician,IT Director,209,264,387,224,0,108,191,1497,275,<10,97,53,164,80,108,1,42,46,36
,40220,,"Roanoke, VA",313698,84,363,4.3,Low,0.3,Very Low,Cyber Security Engineer,Cyber Security Architect,Cyber Security Analyst,Systems Administrator,Network Engineer / Architect,Network Administrator,Software Developer / Engineer,IT Director,Cyber Security Specialist / Technician,IT Auditor,21,53,55,43,0,12,23,68,30,<10,15,<10,28,10,14,0,7,1,6
,40340,,"Rochester, MN",215884,113,572,5.1,Average,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Network Engineer / Architect,IT Auditor,Software Developer / Engineer,Systems Support Specialist,Cisco Engineer,Cyber Security Architect,Technical Project Manager,39,75,68,47,2,21,39,22,41,<10,<10,<10,60,3,57,0,20,30,41
,40380,,"Rochester, NY",1078879,524,2308,4.4,Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,IT Auditor,Vulnerability Analyst / Penetration Tester,Network Engineer / Architect,Software Developer / Engineer,Systems Engineer,Network Administrator,Technical Support Engineer / Analyst,201,308,339,214,3,88,160,185,127,<10,97,40,98,17,132,1,101,64,63
,40420,,"Rockford, IL",339376,37,135,3.7,Very Low,0.1,Very Low,Cyber Security Engineer,Systems Analyst,Network Engineer / Architect,IT Director,Systems Support Specialist,Software Developer / Engineer,Cyber Security Manager / Administrator,Vulnerability Analyst / Penetration Tester,Data Analyst (General),Operations Analyst (General),16,22,20,11,0,6,9,32,10,<10,<10,<10,<10,0,1,0,3,0,2
,40580,,"Rocky Mount, NC",147323,6,38,6.3,Average,0.1,Very Low,IT Manager,Technical Consultant / Analyst,,,,,,,,,4,0,0,1,0,0,2,12,<10,<10,<10,<10,<10,0,0,0,0,0,0
,40660,,"Rome, GA",96560,16,39,2.4,Very Low,0.2,Very Low,IT Director,Cyber Security Engineer,IT Manager,,,,,,,,5,3,2,3,0,5,12,<10,21,<10,<10,<10,<10,0,0,0,0,0,0
,40900,,"Sacramento--Roseville--Arden-Arcade, CA",2296418,1344,4870,3.6,Very Low,0.7,Low,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Consultant,Cyber Security Manager / Administrator,Systems Administrator,Cyber Security Specialist / Technician,Systems Engineer,Software Developer / Engineer,Cyber Security Architect,540,751,866,504,11,245,435,589,386,36,181,90,315,51,392,16,169,118,170
,40980,,"Saginaw, MI",192326,37,107,2.9,Very Low,0.2,Very Low,SAP Architect / Analyst,Cyber Security Specialist / Technician,Incident Analyst / Responder,Cyber Security Analyst,IT Manager,Cyber Security Engineer,Cyber Security Manager / Administrator,Network Administrator,Cyber Security Consultant,Senior Business Analyst,10,16,17,15,0,5,18,24,10,<10,<10,<10,<10,0,3,0,2,1,1
,41420,,"Salem, OR",418139,170,461,2.7,Very Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,Business Intelligence Analyst,Vulnerability Analyst / Penetration Tester,IT Specialist / Engineer,IT Auditor,Cyber Security Manager / Administrator,Server Administrator,Network Engineer / Architect,Cyber Security Architect,90,104,133,75,4,36,46,82,18,<10,18,<10,33,12,24,1,20,10,6
,41500,,"Salinas, CA",435232,301,660,2.2,Very Low,0.9,Average,Systems Administrator,Senior Software Developer / Engineer,Unix Administrator / Engineer,Information Assurance Engineer / Analyst,Network Engineer / Architect,Cyber Security Specialist / Technician,Cyber Security Analyst,Database Administrator,Systems Analyst,Incident Analyst / Responder,113,71,143,35,0,16,71,291,60,<10,<10,<10,19,90,28,0,1,0,0
,41540,,"Salisbury, MD-DE",400200,58,276,4.8,Average,0.2,Very Low,Network Administrator,Cyber Security Engineer,Security / Defense Intelligence Analyst,Operations Analyst (General),Cyber Security Manager / Administrator,IT Auditor,Cyber Security Consultant,Cyber Security Analyst,IT Project Manager,Network Analyst / Specialist,28,17,47,41,0,24,7,82,30,<10,<10,<10,23,7,12,0,6,2,4
,41620,,"Salt Lake City, UT",1186187,1068,3022,2.8,Very Low,0.8,Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Network Engineer / Architect,Software Developer / Engineer,Technical Support Engineer / Analyst,Vulnerability Analyst / Penetration Tester,Software Architect,Help Desk Technician / Analyst,Systems Administrator,425,639,655,423,6,174,305,698,215,43,158,34,274,69,223,9,135,72,106
,41660,,"San Angelo, TX",119943,15,98,6.5,Average,0.2,Very Low,Cyber Security Engineer,Computer Support Specialist,Cyber Security Specialist / Technician,Cyber Security Consultant,Network Engineer / Architect,Systems Support Specialist,Systems Administrator,Network Administrator,,,2,4,10,5,0,0,5,121,10,<10,<10,<10,<10,6,3,0,0,1,0
,41700,,"San Antonio-New Braunfels, TX",2429609,3078,9583,3.1,Very Low,1.5,Very High,Cyber Security Engineer,Cyber Security Analyst,Software Developer / Engineer,Network Engineer / Architect,Systems Administrator,Cyber Security Manager / Administrator,Information Assurance Engineer / Analyst,Cyber Security Specialist / Technician,Systems Engineer,Vulnerability Analyst / Penetration Tester,1184,1688,2051,1199,23,603,663,5040,992,30,247,127,1585,707,812,3,294,193,506
,41740,,"San Diego-Carlsbad, CA",3317749,4231,8596,2,Very Low,1.5,High,Cyber Security Engineer,Network Engineer / Architect,Systems Engineer,Cyber Security Analyst,Software Developer / Engineer,Systems Administrator,Information Assurance Engineer / Analyst,Cyber Security Manager / Administrator,Senior Software Developer / Engineer,Vulnerability Analyst / Penetration Tester,1315,2658,2862,1427,8,569,758,5165,1007,82,271,164,661,1185,1099,7,397,229,516
,41860,,"San Francisco-Oakland-Hayward, CA",4679166,8185,16666,2,Very Low,1.8,Very High,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Vulnerability Analyst / Penetration Tester,Software Developer / Engineer,Systems Engineer,Cyber Security Manager / Administrator,IT Auditor,Cyber Security Architect,Cyber Security Consultant,3194,5353,4579,3177,68,1062,2983,602,1118,590,933,297,766,48,1878,191,1354,740,596
,41940,,"San Jose-Sunnyvale-Santa Clara, CA",1978816,5208,12915,2.5,Very Low,2.4,Very High,Cyber Security Engineer,Software Developer / Engineer,Network Engineer / Architect,Cyber Security Analyst,Systems Engineer,Cyber Security Architect,Vulnerability Analyst / Penetration Tester,Cyber Security Manager / Administrator,Software QA Engineer / Tester,Cyber Security Consultant,1782,3498,2972,2004,29,648,1670,325,595,339,473,147,503,88,936,55,391,300,275
,42020,,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",282887,87,306,3.5,Very Low,0.4,Very Low,Cyber Security Engineer,Cyber Security Manager / Administrator,Network Administrator,Cyber Security Specialist / Technician,Systems Engineer,Systems Administrator,IT Director,IT Manager,Network Analyst / Specialist,Network Engineer / Architect,30,38,62,52,1,21,28,120,37,<10,<10,<10,15,1,9,0,5,3,2
,42100,,"Santa Cruz-Watsonville, CA",274673,49,193,3.9,Low,0.3,Very Low,Network Engineer / Architect,Technical Support Engineer / Analyst,Cyber Security Engineer,Systems Administrator,Cyber Security Manager / Administrator,Cyber Security Analyst,Vulnerability Analyst / Penetration Tester,Technical Support Manager / Supervisor,Cisco Engineer,Cyber Security Architect,15,20,36,15,0,12,15,22,31,<10,11,<10,21,0,10,0,3,1,2
,42140,,"Santa Fe, NM",148651,71,175,2.5,Very Low,0.6,Very Low,Cyber Security Engineer,Network Administrator,Cyber Security Manager / Administrator,Vulnerability Analyst / Penetration Tester,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Architect,Systems Engineer,Incident Analyst / Responder,Computer Repair Technician,18,31,50,37,2,8,26,36,11,<10,<10,<10,11,0,12,0,1,1,2
,42200,,"Santa Maria-Santa Barbara, CA",446170,244,700,2.9,Very Low,0.7,Very Low,Senior Software Developer / Engineer,Cyber Security Specialist / Technician,Cyber Security Engineer,Systems Engineer,Cyber Security Analyst,Software Developer / Engineer,Cyber Security Manager / Administrator,Network Engineer / Architect,Computer Support Specialist,Information Assurance Engineer / Analyst,75,155,160,94,0,47,43,365,48,<10,10,<10,19,38,65,0,22,9,17
,42220,,"Santa Rosa, CA",503070,64,285,4.5,Low,0.2,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Consultant,Technical Support Engineer / Analyst,Network Administrator,Cyber Security Analyst,IT Manager,Programmer / Analyst,Systems Administrator,Sharepoint Administrator,16,37,42,23,0,7,20,75,34,<10,13,<10,21,7,14,0,10,9,2
,42340,,"Savannah, GA",384024,153,321,2.1,Very Low,0.5,Very Low,Network Engineer / Architect,Network Administrator,Cyber Security Engineer,IT Manager,Cyber Security Manager / Administrator,Cyber Security Architect,Network Analyst / Specialist,Help Desk Technician / Analyst,SAP Architect / Analyst,Vulnerability Analyst / Penetration Tester,54,69,105,56,0,13,42,342,19,<10,11,<10,27,16,27,0,5,6,4
,42540,,"Scranton--Wilkes-Barre--Hazleton, PA",555225,68,315,4.6,Average,0.1,Very Low,Cyber Security Engineer,Systems Support Specialist,Network Engineer / Architect,Systems Engineer,Application Support Engineer / Analyst,Cyber Security Architect,IT Director,Cyber Security Specialist / Technician,Unix Administrator / Engineer,Cyber Security Manager / Administrator,10,39,42,18,0,9,17,110,21,<10,<10,<10,14,1,14,0,11,10,4
,42660,,"Seattle-Tacoma-Bellevue, WA",3798902,5369,13016,2.4,Very Low,1.4,High,Cyber Security Engineer,Cyber Security Analyst,Software Developer / Engineer,Network Engineer / Architect,Systems Engineer,Vulnerability Analyst / Penetration Tester,Cyber Security Manager / Administrator,IT Auditor,Cyber Security Consultant,Senior Software Developer / Engineer,2175,3291,3011,2091,32,822,1810,1865,1008,323,544,217,857,252,1365,64,790,567,460
,42680,,"Sebastian-Vero Beach, FL",151563,6,35,5.8,Average,0.1,Very Low,Cyber Security Engineer,Help Desk Technician / Analyst,Cyber Security Manager / Administrator,Network Support Technician,Cyber Security Specialist / Technician,,,,,,1,1,6,4,0,1,1,12,18,<10,<10,<10,<10,0,0,0,0,0,0
,42700,,"Sebring, FL",100917,7,57,8.1,High,0.1,Very Low,Computer Support Specialist,,,,,,,,,,0,3,2,0,0,0,1,15,<10,<10,<10,<10,<10,0,0,0,0,0,3
,43100,,"Sheboygan, WI",115427,23,85,3.7,Very Low,0.2,Very Low,Cyber Security Manager / Administrator,Business Analyst (General),Cyber Security Architect,Systems Architect,Systems Engineer,Network Engineer / Architect,Firmware Engineer,Web Developer,Software QA Analyst,Cyber Security Consultant,11,15,14,6,0,6,6,<10,<10,<10,<10,<10,<10,0,5,0,1,0,5
,43300,,"Sherman-Denison, TX",128235,8,73,9.1,Very High,0.1,Very Low,Cyber Security Engineer,Network Administrator,Systems Administrator,Software Developer / Engineer,IT Specialist / Engineer,,,,,,1,3,6,4,0,0,1,21,89,<10,<10,<10,<10,4,1,0,0,0,0
,43340,,"Shreveport-Bossier City, LA",441767,182,416,2.3,Very Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,IT Project Manager,Systems Administrator,Network Engineer / Architect,Software Developer / Engineer,Technical Support Engineer / Analyst,IT Specialist / Engineer,Cyber Security Specialist / Technician,88,101,140,110,0,61,53,263,31,<10,<10,<10,22,14,36,0,2,5,4
,43420,,"Sierra Vista-Douglas, AZ",125770,1130,1122,1,Very Low,17.1,Very High,Systems Engineer,Cyber Security Engineer,Cyber Security Analyst,Systems Administrator,Incident Analyst / Responder,Network Engineer / Architect,Software Developer / Engineer,Network Administrator,Senior Software Developer / Engineer,Windows Administrator,372,677,818,358,3,128,204,1393,169,<10,11,25,72,442,463,0,263,14,378
,43580,,"Sioux City, IA-NE-SD",169140,30,88,2.9,Very Low,0.2,Very Low,Cyber Security Engineer,Network Analyst / Specialist,Network Engineer / Architect,Cyber Security Analyst,Chief Information Officer,Application Support Engineer / Analyst,Technical Support Engineer / Analyst,Cyber Security Specialist / Technician,Systems Engineer,Solutions Engineer,8,17,23,11,0,8,6,61,<10,<10,<10,<10,<10,0,3,0,1,0,1
,43620,,"Sioux Falls, SD",255729,298,817,2.7,Very Low,1,Average,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Network Engineer / Architect,Systems Administrator,Cyber Security Specialist / Technician,IT Director,Network Administrator,Unix Administrator / Engineer,Technical Support Engineer / Analyst,119,153,189,136,2,71,101,65,36,<10,27,12,35,5,55,0,41,26,15
,43780,,"South Bend-Mishawaka, IN-MI",320740,60,235,3.9,Low,0.2,Very Low,Cyber Security Engineer,Software QA Analyst,Help Desk Technician / Analyst,IT Manager,Cyber Security Manager / Administrator,Technical Support Engineer / Analyst,Network Administrator,IT Auditor,Database Administrator,Vulnerability Analyst / Penetration Tester,26,33,34,24,0,7,22,57,10,<10,19,<10,12,2,20,0,13,7,5
,43900,,"Spartanburg, SC",329136,86,283,3.3,Very Low,0.3,Very Low,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Engineer,IT Auditor,Database Administrator,Network Administrator,Systems Analyst,Business / Systems Analyst,Business Process Analyst,IT Director,43,65,61,36,0,21,13,55,27,<10,<10,<10,21,2,13,0,12,1,2
,44060,,"Spokane-Spokane Valley, WA",556634,159,596,3.8,Low,0.3,Very Low,Cyber Security Engineer,Cyber Security Manager / Administrator,Cyber Security Analyst,Network Engineer / Architect,Systems Administrator,IT Administrator,Computer Support Specialist,Information Assurance Engineer / Analyst,Cyber Security Specialist / Technician,Systems Engineer,61,95,105,66,0,34,41,271,47,<10,41,17,34,10,34,0,28,9,16
,44100,,"Springfield, IL",210015,111,421,3.8,Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,Incident Analyst / Responder,Network Engineer / Architect,Cyber Security Specialist / Technician,Cyber Security Manager / Administrator,IT Director,IT Specialist / Engineer,Systems Engineer,Cyber Security Architect,40,73,89,66,1,24,26,87,22,<10,39,<10,26,3,20,0,5,4,10
78100,44140,,"Springfield, MA-CT",732190,197,837,4.3,Low,0.3,Very Low,Cyber Security Engineer,Cyber Security Manager / Administrator,Cyber Security Analyst,Cyber Security Specialist / Technician,Database Administrator,Systems Administrator,Network Administrator,Network Engineer / Architect,Network Analyst / Specialist,IT Project Manager,75,96,145,108,1,31,63,138,<10,<10,32,11,29,13,24,0,19,11,7
,44180,,"Springfield, MO",458930,178,534,3,Very Low,0.4,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Systems Analyst,Cyber Security Specialist / Technician,Systems Engineer,Application Support Engineer / Analyst,Incident Analyst / Responder,Application Analyst,Network Engineer / Architect,73,108,131,107,2,37,62,79,28,<10,25,11,52,8,53,2,33,22,17
,44220,,"Springfield, OH",134786,82,82,1,Very Low,0.8,Average,Cyber Security Engineer,Software Developer / Engineer,Cyber Security Specialist / Technician,Network Engineer / Architect,Cyber Security Consultant,Senior Software Developer / Engineer,Incident Analyst / Responder,Technical Support Engineer / Analyst,Systems Administrator,IT Specialist / Engineer,18,54,52,31,0,12,17,141,18,<10,<10,<10,<10,17,31,0,5,8,5
,41060,,"St. Cloud, MN",195644,41,160,3.9,Low,0.2,Very Low,Cyber Security Engineer,Cyber Security Manager / Administrator,SAP Architect / Analyst,Technical Support Engineer / Analyst,Cyber Security Specialist / Technician,Business Analyst (General),Cyber Security Analyst,Programmer / Analyst,Application Developer / Engineer,Technical Support Manager / Supervisor,14,26,32,21,0,8,17,17,<10,<10,<10,<10,<10,0,0,0,1,0,0
,41100,,"St. George, UT",160245,9,32,3.6,Very Low,0.1,Very Low,Cyber Security Engineer,IT Manager,Systems Engineer,Sharepoint Administrator,Technical Manager / Director,,,,,,5,4,7,5,0,0,4,35,<10,<10,<10,<10,<10,4,1,0,0,1,0
,41140,,"St. Joseph, MO-KS",126565,8,48,6,Average,0.1,Very Low,Cyber Security Engineer,Data Analyst (Marketing),Technical Support Engineer / Analyst,IT Specialist / Engineer,,,,,,,2,5,8,6,0,1,3,38,<10,<10,<10,<10,<10,0,1,0,0,0,1
,41180,,"St. Louis, MO-IL",2807002,3597,9996,2.8,Very Low,1.3,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Systems Administrator,Systems Engineer,IT Auditor,Cyber Security Specialist / Technician,Cyber Security Manager / Administrator,Software Developer / Engineer,Incident Analyst / Responder,1352,2110,2345,1350,43,521,891,3147,653,61,336,132,560,538,838,8,532,288,289
,44300,,"State College, PA",161464,107,305,2.9,Very Low,0.8,Low,IT Manager,Cyber Security Analyst,Cyber Security Engineer,Software Developer / Engineer,Cyber Security Consultant,Information Assurance Engineer / Analyst,Vulnerability Analyst / Penetration Tester,Systems Support Specialist,Programmer / Analyst,Incident Analyst / Responder,53,58,74,36,0,39,43,46,14,<10,<10,<10,<10,12,21,0,0,13,19
,44420,,"Staunton-Waynesboro, VA",121247,13,127,9.8,Very High,0.1,Very Low,Cyber Security Analyst,Cyber Security Engineer,,,,,,,,,5,4,8,4,0,4,3,21,<10,<10,<10,<10,<10,0,2,0,1,1,2
,44700,,"Stockton-Lodi, CA",733709,69,354,5.1,Average,0.1,Very Low,Network Engineer / Architect,Cyber Security Engineer,Cyber Security Consultant,Cyber Security Analyst,Systems Administrator,Vulnerability Analyst / Penetration Tester,Software Developer / Engineer,Systems Engineer,Data Warehouse Developer,Network Administrator,28,26,36,13,0,7,24,111,20,<10,22,<10,12,2,4,0,3,1,3
,44940,,"Sumter, SC",107396,68,247,3.6,Very Low,0.9,Average,Systems Administrator,Cyber Security Engineer,Network Administrator,Network Engineer / Architect,SharePoint Developer,Systems Support Specialist,Unix Administrator / Engineer,Software Developer / Engineer,Application Support Engineer / Analyst,Systems Engineer,6,23,55,14,0,2,7,351,18,<10,<10,<10,<10,37,15,0,0,1,9
,45060,,"Syracuse, NY",656510,308,998,3.2,Very Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Manager / Administrator,Incident Analyst / Responder,Cyber Security Analyst,Network Engineer / Architect,IT Auditor,Systems Administrator,IT Specialist / Engineer,Network Administrator,Cyber Security Specialist / Technician,128,167,223,156,0,63,116,186,53,<10,21,10,35,12,68,0,22,14,35
,45220,,"Tallahassee, FL",379627,405,820,2,Very Low,1.2,High,Cyber Security Engineer,Cyber Security Analyst,SAS Programmer,Cyber Security Manager / Administrator,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Systems Administrator,Cyber Security Consultant,Computer Programmer,IT Project Analyst,187,237,252,169,13,75,138,71,54,<10,97,19,30,2,65,2,44,24,29
,45300,,"Tampa-St. Petersburg-Clearwater, FL",3032171,3812,9161,2.4,Very Low,1.5,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Systems Engineer,Systems Administrator,Software Developer / Engineer,Vulnerability Analyst / Penetration Tester,IT Auditor,Incident Analyst / Responder,1608,2197,2461,1598,65,580,975,2476,756,57,426,214,376,573,971,29,529,377,364
,45460,,"Terre Haute, IN",170687,25,52,2.1,Very Low,0.2,Very Low,Cyber Security Engineer,Systems Administrator,Network Administrator,Network Analyst / Specialist,Systems Engineer,Cyber Security Specialist / Technician,IT Specialist / Engineer,Application Support Engineer / Analyst,Computer Support Specialist,Cyber Security Manager / Administrator,3,7,21,9,0,1,6,99,<10,<10,<10,<10,<10,8,2,0,1,1,3
,45500,,"Texarkana, TX-AR",150098,27,52,1.9,Very Low,0.2,Very Low,Cyber Security Engineer,Network Engineer / Architect,Telecommunications Specialist / Engineer,Technical Support Engineer / Analyst,Computer Support Specialist,IT Specialist / Engineer,Systems Support Specialist,Incident Analyst / Responder,IT Auditor,Business Analyst (General),2,17,25,10,0,0,7,66,<10,<10,<10,<10,<10,8,7,0,7,1,2
,45540,,"The Villages, FL",123996,2,39,19.5,Very High,0,Very Low,Network Engineer / Architect,,,,,,,,,,1,2,1,1,0,0,1,12,29,<10,<10,<10,<10,0,1,0,1,0,0
,45780,,"Toledo, OH",605221,104,525,5.1,Average,0.2,Very Low,Cyber Security Engineer,IT Specialist / Engineer,IT Auditor,Cyber Security Analyst,Vulnerability Analyst / Penetration Tester,Cyber Security Architect,Business Process Analyst,IT Project Manager,Systems Integration Engineer / Specialist,Software Developer / Engineer,57,55,51,37,0,13,31,74,25,<10,24,<10,<10,0,22,2,23,7,11
